yr,sex,FirstForename,number,rank,position
2002,B,Daoud,1,780,  780=
2002,B,Daran,1,780,  780=
2002,B,Darcy,1,780,  780=
2002,B,Darian,1,780,  780=
2002,B,Dario,1,780,  780=
2002,B,Dariush,1,780,  780=
2002,B,Darrin,1,780,  780=
2002,B,Darroch,1,780,  780=
2002,B,Darrol,1,780,  780=
2002,B,Daud,1,780,  780=
2002,B,Davey,1,780,  780=
2002,B,David-John,1,780,  780=
2002,B,Davide,1,780,  780=
2002,B,Davidlee,1,780,  780=
2002,B,Davie,1,780,  780=
2002,B,Davin,1,780,  780=
2002,B,Davyjohn,1,780,  780=
2002,B,Dawar,1,780,  780=
2002,B,Dawood,1,780,  780=
2002,B,Dax,1,780,  780=
2002,B,Dayne,1,780,  780=
2002,B,Deaglan,1,780,  780=
2002,B,Debasien,1,780,  780=
2002,B,Deigan,1,780,  780=
2002,B,Deighton,1,780,  780=
2002,B,Deklyn,1,780,  780=
2002,B,Delwyn,1,780,  780=
2002,B,Demosthenes,1,780,  780=
2002,B,Denan,1,780,  780=
2002,B,Denen,1,780,  780=
2002,B,Deni,1,780,  780=
2002,B,Denim,1,780,  780=
2002,B,Denis,1,780,  780=
2002,B,Denizcan,1,780,  780=
2002,B,Denni,1,780,  780=
2002,B,Dennish,1,780,  780=
2002,B,Dennon,1,780,  780=
2002,B,Derin,1,780,  780=
2002,B,Dermot,1,780,  780=
2002,B,Dermott,1,780,  780=
2002,B,Derren,1,780,  780=
2002,B,Derrie,1,780,  780=
2002,B,Derrin,1,780,  780=
2002,B,Derryn,1,780,  780=
2002,B,Deryn,1,780,  780=
2002,B,Desmond,1,780,  780=
2002,B,Devn,1,780,  780=
2002,B,Devyn,1,780,  780=
2002,B,Deyn,1,780,  780=
2002,B,Dhusan,1,780,  780=
2002,B,Digby,1,780,  780=
2002,B,Dilpreet,1,780,  780=
2002,B,Dimitri,1,780,  780=
2002,B,Dino,1,780,  780=
2002,B,Divita,1,780,  780=
2002,B,Dixie,1,780,  780=
2002,B,Dixon,1,780,  780=
2002,B,Dominik,1,780,  780=
2002,B,Donal,1,780,  780=
2002,B,Doug,1,780,  780=
2002,B,Drilon,1,780,  780=
2002,B,Drin,1,780,  780=
2002,B,Duane,1,780,  780=
2002,B,Duart,1,780,  780=
2002,B,Durga,1,780,  780=
2002,B,Dushiyant,1,780,  780=
2002,B,Duthac,1,780,  780=
2002,B,Dyfan,1,780,  780=
2002,B,Dylan-Robert,1,780,  780=
2002,B,Dylon,1,780,  780=
2002,B,Eachann,1,780,  780=
2002,B,Eamon,1,780,  780=
2002,B,Eamonn,1,780,  780=
2002,B,Eben,1,780,  780=
2002,B,Eddie,1,780,  780=
2002,B,Eden,1,780,  780=
2002,B,Eemil,1,780,  780=
2002,B,Eesa,1,780,  780=
2002,B,Efe,1,780,  780=
2002,B,Egan,1,780,  780=
2002,B,Ehmad,1,780,  780=
2002,B,Eion,1,780,  780=
2002,B,Ejaz,1,780,  780=
2002,B,Ekin,1,780,  780=
2002,B,Ekonkar,1,780,  780=
2002,B,Elgin,1,780,  780=
2002,B,Eli,1,780,  780=
2002,B,Eliott,1,780,  780=
2002,B,Emiel,1,780,  780=
2002,B,Emile,1,780,  780=
2002,B,Emir,1,780,  780=
2002,B,Emmanuel,1,780,  780=
2002,B,Emmet,1,780,  780=
2002,B,Enzo,1,780,  780=
2002,B,Eosaph,1,780,  780=
2002,B,Ercan,1,780,  780=
2002,B,Erdal,1,780,  780=
2002,B,Ernest,1,780,  780=
2002,B,Ethin,1,780,  780=
2002,B,Ethyn,1,780,  780=
2002,B,Eutyche,1,780,  780=
2002,B,Evyn,1,780,  780=
2002,B,Ewart,1,780,  780=
2002,B,Eythin,1,780,  780=
2002,B,Fabio,1,780,  780=
2002,B,Fahim,1,780,  780=
2002,B,Faiz,1,780,  780=
2002,B,Faizan,1,780,  780=
2002,B,Farhaad,1,780,  780=
2002,B,Farhaan,1,780,  780=
2002,B,Farrell,1,780,  780=
2002,B,Fathalla,1,780,  780=
2002,B,Faysal,1,780,  780=
2002,B,Fearghas,1,780,  780=
2002,B,Fearghus,1,780,  780=
2002,B,Feargus,1,780,  780=
2002,B,Federico,1,780,  780=
2002,B,Fehzaan,1,780,  780=
2002,B,Fhion,1,780,  780=
2002,B,Filippo,1,780,  780=
2002,B,Fin,1,780,  780=
2002,B,Fingal,1,780,  780=
2002,B,Finian,1,780,  780=
2002,B,Finlo,1,780,  780=
2002,B,Finnian,1,780,  780=
2002,B,Fintan,1,780,  780=
2002,B,Fionnlagh,1,780,  780=
2002,B,Fionnlagh-Bui,1,780,  780=
2002,B,Flett,1,780,  780=
2002,B,Forbes,1,780,  780=
2002,B,Ford,1,780,  780=
2002,B,Forest,1,780,  780=
2002,B,Francesco,1,780,  780=
2002,B,Franklin,1,780,  780=
2002,B,Frazier,1,780,  780=
2002,B,Fred,1,780,  780=
2002,B,Freddie,1,780,  780=
2002,B,Freddy,1,780,  780=
2002,B,Frederic,1,780,  780=
2002,B,Fyffe,1,780,  780=
2002,B,Fynn,1,780,  780=
2002,B,Gabe,1,780,  780=
2002,B,Gaelen,1,780,  780=
2002,B,Gantulga,1,780,  780=
2002,B,Garey,1,780,  780=
2002,B,Garri,1,780,  780=
2002,B,Garvey,1,780,  780=
2002,B,Garylee,1,780,  780=
2002,B,Gaurav,1,780,  780=
2002,B,Gavan,1,780,  780=
2002,B,Geoffrey,1,780,  780=
2002,B,Geordan,1,780,  780=
2002,B,Geordie,1,780,  780=
2002,B,Germaine-Ellie-Saul,1,780,  780=
2002,B,Gerry,1,780,  780=
2002,B,Giacomo,1,780,  780=
2002,B,Gil,1,780,  780=
2002,B,Gilbert,1,780,  780=
2002,B,Gilhon,1,780,  780=
2002,B,Gillan,1,780,  780=
2002,B,Gillies,1,780,  780=
2002,B,Gillon,1,780,  780=
2002,B,Giuliano,1,780,  780=
2002,B,Goiridh,1,780,  780=
2002,B,Grady,1,780,  780=
2002,B,Graiden,1,780,  780=
2002,B,Gregoire,1,780,  780=
2002,B,Griorgair,1,780,  780=
2002,B,Guangan,1,780,  780=
2002,B,Gulam,1,780,  780=
2002,B,Gurdaas,1,780,  780=
2002,B,Gurdit,1,780,  780=
2002,B,Gurhimmat,1,780,  780=
2002,B,Gurpreet,1,780,  780=
2002,B,Gurteerath,1,780,  780=
2002,B,Guru,1,780,  780=
2002,B,Gus,1,780,  780=
2002,B,Gwyn,1,780,  780=
2002,B,Haarith,1,780,  780=
2002,B,Hagen,1,780,  780=
2002,B,Haidar,1,780,  780=
2002,B,Haiden,1,780,  780=
2002,B,Haider,1,780,  780=
2002,B,Haig,1,780,  780=
2002,B,Hakan,1,780,  780=
2002,B,Hakim,1,780,  780=
2002,B,Halis,1,780,  780=
2002,B,Halkwat,1,780,  780=
2002,B,Hamdoon,1,780,  780=
2002,B,Hamed,1,780,  780=
2002,B,Hanzla,1,780,  780=
2002,B,Hao,1,780,  780=
2002,B,Haobo,1,780,  780=
2002,B,Harbir,1,780,  780=
2002,B,Hardie,1,780,  780=
2002,B,Harees,1,780,  780=
2002,B,Hariprakash,1,780,  780=
2002,B,Harith,1,780,  780=
2002,B,Harjodh,1,780,  780=
2002,B,Harley,1,780,  780=
2002,B,Harman,1,780,  780=
2002,B,Harmeet,1,780,  780=
2002,B,Harper,1,780,  780=
2002,B,Harvie,1,780,  780=
2002,B,Hasaan,1,780,  780=
2002,B,Haseeb,1,780,  780=
2002,B,Hashim,1,780,  780=
2002,B,Hasret,1,780,  780=
2002,B,Hau,1,780,  780=
2002,B,Haydyn,1,780,  780=
2002,B,Haytham,1,780,  780=
2002,B,Hazem,1,780,  780=
2002,B,Hemansh,1,780,  780=
2002,B,Hervald,1,780,  780=
2002,B,Hisham,1,780,  780=
2002,B,Ho,1,780,  780=
2002,B,Hon,1,780,  780=
2002,B,Hon-Yen,1,780,  780=
2002,B,Hosam,1,780,  780=
2002,B,Hudson,1,780,  780=
2002,B,Hui,1,780,  780=
2002,B,Humza-Bin,1,780,  780=
2002,B,Humzah,1,780,  780=
2002,B,Hunain,1,780,  780=
2002,B,Hussein,1,780,  780=
2002,B,Hutheyfah,1,780,  780=
2002,B,Huw,1,780,  780=
2002,B,Huzefah,1,780,  780=
2002,B,Iain-Finlay,1,780,  780=
2002,B,Ieli,1,780,  780=
2002,B,Iestyn,1,780,  780=
2002,B,Ifraheem,1,780,  780=
2002,B,Igor,1,780,  780=
2002,B,Ihtishaam,1,780,  780=
2002,B,Ikechi,1,780,  780=
2002,B,Ilham,1,780,  780=
2002,B,Ilhan,1,780,  780=
2002,B,Ilya,1,780,  780=
2002,B,Ilyas,1,780,  780=
2002,B,Inder,1,780,  780=
2002,B,Irfan,1,780,  780=
2002,B,Irvin,1,780,  780=
2002,B,Isa,1,780,  780=
2002,B,Isaah,1,780,  780=
2002,B,Isaam,1,780,  780=
2002,B,Isaiah,1,780,  780=
2002,B,Isak,1,780,  780=
2002,B,Isam,1,780,  780=
2002,B,Ishaan,1,780,  780=
2002,B,Ishaq,1,780,  780=
2002,B,Islam,1,780,  780=
2002,B,Isma'eel,1,780,  780=
2002,B,Israr,1,780,  780=
2002,B,Ittai,1,780,  780=
2002,B,Izhan,1,780,  780=
2002,B,Izhar,1,780,  780=
2002,B,Izzac,1,780,  780=
2002,B,J,1,780,  780=
2002,B,Jabe,1,780,  780=
2002,B,Jacqui,1,780,  780=
2002,B,Jadon,1,780,  780=
2002,B,Jaecob,1,780,  780=
2002,B,Jagtar,1,780,  780=
2002,B,Jahin,1,780,  780=
2002,B,Jaime,1,780,  780=
2002,B,Jaimes,1,780,  780=
2002,B,Jairaj,1,780,  780=
2002,B,Jaksyn,1,780,  780=
2002,B,Jame,1,780,  780=
2002,B,James-Antony,1,780,  780=
2002,B,James-William,1,780,  780=
2002,B,Jan,1,780,  780=
2002,B,Jan-Calvey,1,780,  780=
2002,B,Janssen,1,780,  780=
2002,B,Jaques,1,780,  780=
2002,B,Jareth,1,780,  780=
2002,B,Jarod,1,780,  780=
2002,B,Jarrod,1,780,  780=
2002,B,Jarvie,1,780,  780=
2002,B,Jarvis,1,780,  780=
2002,B,Jasbir,1,780,  780=
2002,B,Jaskarun,1,780,  780=
2002,B,Jaspreet,1,780,  780=
2002,B,Jaush,1,780,  780=
2002,B,Jaxon,1,780,  780=
2002,B,Jay-Edward,1,780,  780=
2002,B,Jay-Lewis,1,780,  780=
2002,B,Jaydn,1,780,  780=
2002,B,Jaydon,1,780,  780=
2002,B,Jaylin,1,780,  780=
2002,B,Jayveer,1,780,  780=
2002,B,Jean-Luc,1,780,  780=
2002,B,Jedidiah,1,780,  780=
2002,B,Jem,1,780,  780=
2002,B,Jeovani,1,780,  780=
2002,B,Jerad,1,780,  780=
2002,B,Jerry,1,780,  780=
2002,B,Jesse,1,780,  780=
2002,B,Jhoshua,1,780,  780=
2002,B,Jia,1,780,  780=
2002,B,Jialiang,1,780,  780=
2002,B,Jibrail,1,780,  780=
2002,B,Jim,1,780,  780=
2002,B,Jing,1,780,  780=
2002,B,Joachim,1,780,  780=
2002,B,Jock,1,780,  780=
2002,B,Jodh,1,780,  780=
2002,B,Jody,1,780,  780=
2002,B,Johan,1,780,  780=
2002,B,Johann,1,780,  780=
2002,B,John-Gerald,1,780,  780=
2002,B,John-Ryan,1,780,  780=
2002,B,John-Thomas,1,780,  780=
2002,B,Johnathon,1,780,  780=
2002,B,Johnjoe,1,780,  780=
2002,B,Johnny-Angus,1,780,  780=
2002,B,Jommo,1,780,  780=
2002,B,Jon-Paul,1,780,  780=
2002,B,Jonas,1,780,  780=
2002,B,Jones,1,780,  780=
2002,B,Jonin,1,780,  780=
2002,B,Jonothan,1,780,  780=
2002,B,Jonte,1,780,  780=
2002,B,Jonty,1,780,  780=
2002,B,Jools,1,780,  780=
2002,B,Jordan-James,1,780,  780=
2002,B,Jordan-Lee,1,780,  780=
2002,B,Jordan-Leigh,1,780,  780=
2002,B,Jordanbrian,1,780,  780=
2002,B,Jordi,1,780,  780=
2002,B,Jordin,1,780,  780=
2002,B,Jordyn,1,780,  780=
2002,B,Jorge,1,780,  780=
2002,B,Josh-Matthew,1,780,  780=
2002,B,Josha,1,780,  780=
2002,B,Josiah,1,780,  780=
2002,B,Joss,1,780,  780=
2002,B,Joven,1,780,  780=
2002,B,Judd,1,780,  780=
2002,B,Jugers,1,780,  780=
2002,B,Juima,1,780,  780=
2002,B,Jules,1,780,  780=
2002,B,Julian,1,780,  780=
2002,B,Julius,1,780,  780=
2002,B,Junayd,1,780,  780=
2002,B,Ka-Lok,1,780,  780=
2002,B,Kaan,1,780,  780=
2002,B,Kabir,1,780,  780=
2002,B,Kadin,1,780,  780=
2002,B,Kaelan,1,780,  780=
2002,B,Kaelin,1,780,  780=
2002,B,Kaia,1,780,  780=
2002,B,Kaigan,1,780,  780=
2002,B,Kailibbe,1,780,  780=
2002,B,Kain,1,780,  780=
2002,B,Kaine,1,780,  780=
2002,B,Kais,1,780,  780=
2002,B,Kaisan,1,780,  780=
2002,B,Kaithin,1,780,  780=
2002,B,Kale,1,780,  780=
2002,B,Kalebh,1,780,  780=
2002,B,Kalen,1,780,  780=
2002,B,Kalin,1,780,  780=
2002,B,Kallan,1,780,  780=
2002,B,Kamal,1,780,  780=
2002,B,Kamen,1,780,  780=
2002,B,Kamuran,1,780,  780=
2002,B,Kanayo,1,780,  780=
2002,B,Kar,1,780,  780=
2002,B,Karikalan,1,780,  780=
2002,B,Karson,1,780,  780=
2002,B,Karunraj,1,780,  780=
2002,B,Kavan,1,780,  780=
2002,B,Kaylen,1,780,  780=
2002,B,Kayoum,1,780,  780=
2002,B,Keaghan,1,780,  780=
2002,B,Kealan,1,780,  780=
2002,B,Kean,1,780,  780=
2002,B,Keanan,1,780,  780=
2002,B,Keaton,1,780,  780=
2002,B,Kedar,1,780,  780=
2002,B,Keeley,1,780,  780=
2002,B,Keelin,1,780,  780=
2002,B,Keelor,1,780,  780=
2002,B,Keeran,1,780,  780=
2002,B,Kees,1,780,  780=
2002,B,Kehl,1,780,  780=
2002,B,Keian,1,780,  780=
2002,B,Keifer,1,780,  780=
2002,B,Keighan,1,780,  780=
2002,B,Keillour,1,780,  780=
2002,B,Keirin,1,780,  780=
2002,B,Keirran,1,780,  780=
2002,B,Keiton,1,780,  780=
2002,B,Kell,1,780,  780=
2002,B,Kellar,1,780,  780=
2002,B,Kendall,1,780,  780=
2002,B,Kenny,1,780,  780=
2002,B,Kerin,1,780,  780=
2002,B,Kersley,1,780,  780=
2002,B,Keva,1,780,  780=
2002,B,Khael,1,780,  780=
2002,B,Khaine,1,780,  780=
2002,B,Khaled,1,780,  780=
2002,B,Khalil,1,780,  780=
2002,B,Kiale,1,780,  780=
2002,B,Kiane,1,780,  780=
2002,B,Kiel,1,780,  780=
2002,B,Kienan,1,780,  780=
2002,B,Kieran-Thomas,1,780,  780=
2002,B,Kierien,1,780,  780=
2002,B,Kiern,1,780,  780=
2002,B,Kin,1,780,  780=
2002,B,Kinlay,1,780,  780=
2002,B,Kinnell,1,780,  780=
2002,B,Kirandeep,1,780,  780=
2002,B,Kobe,1,780,  780=
2002,B,Kobi-Declan,1,780,  780=
2002,B,Koby,1,780,  780=
2002,B,Kody,1,780,  780=
2002,B,Konstantin,1,780,  780=
2002,B,Koon,1,780,  780=
2002,B,Koray,1,780,  780=
2002,B,Korbyn,1,780,  780=
2002,B,Kori,1,780,  780=
2002,B,Kourosh,1,780,  780=
2002,B,Kreesh,1,780,  780=
2002,B,Krish,1,780,  780=
2002,B,Krishnan,1,780,  780=
2002,B,Krisstoffer,1,780,  780=
2002,B,Kristen,1,780,  780=
2002,B,Kristi,1,780,  780=
2002,B,Kristjan,1,780,  780=
2002,B,Kristo-Matti,1,780,  780=
2002,B,Kristy,1,780,  780=
2002,B,Kritsada,1,780,  780=
2002,B,Krystjan,1,780,  780=
2002,B,Krzysztof-Cameron,1,780,  780=
2002,B,Kunashe,1,780,  780=
2002,B,Kush,1,780,  780=
2002,B,Kwame,1,780,  780=
2002,B,Kyan,1,780,  780=
2002,B,Kylle,1,780,  780=
2002,B,Kyriacos,1,780,  780=
2002,B,Lachlin,1,780,  780=
2002,B,Lachlynd,1,780,  780=
2002,B,Lacoy,1,780,  780=
2002,B,Laith,1,780,  780=
2002,B,Lakhpreet,1,780,  780=
2002,B,Lance,1,780,  780=
2002,B,Landen,1,780,  780=
2002,B,Lao,1,780,  780=
2002,B,Larsson,1,780,  780=
2002,B,Lathyn,1,780,  780=
2002,B,Lauchie,1,780,  780=
2002,B,Laurie,1,780,  780=
2002,B,Layton,1,780,  780=
2002,B,Leigh,1,780,  780=
2002,B,Leodhais,1,780,  780=
2002,B,Leodhas,1,780,  780=
2002,B,Leonardo,1,780,  780=
2002,B,Leone,1,780,  780=
2002,B,Leslie,1,780,  780=
2002,B,Lewiss,1,780,  780=
2002,B,Leyth,1,780,  780=
2002,B,Liall,1,780,  780=
2002,B,Liam-James,1,780,  780=
2002,B,Liam-John,1,780,  780=
2002,B,Linden,1,780,  780=
2002,B,Lindsay,1,780,  780=
2002,B,Llevi,1,780,  780=
2002,B,Lochlin,1,780,  780=
2002,B,Loic,1,780,  780=
2002,B,Lomond,1,780,  780=
2002,B,Louis-Antoine,1,780,  780=
2002,B,Lovejeet,1,780,  780=
2002,B,Luc-Aurelien,1,780,  780=
2002,B,Lucca,1,780,  780=
2002,B,Luciano,1,780,  780=
2002,B,Luka-John,1,780,  780=
2002,B,Lukah,1,780,  780=
2002,B,Lukha,1,780,  780=
2002,B,Luqman,1,780,  780=
2002,B,Lydon,1,780,  780=
2002,B,Maaz,1,780,  780=
2002,B,Mace,1,780,  780=
2002,B,Mahir,1,780,  780=
2002,B,Makenzie,1,780,  780=
2002,B,Maksim,1,780,  780=
2002,B,Malachi,1,780,  780=
2002,B,Malek,1,780,  780=
2002,B,Malik,1,780,  780=
2002,B,Man,1,780,  780=
2002,B,Manasse,1,780,  780=
2002,B,Mandeep,1,780,  780=
2002,B,Manis,1,780,  780=
2002,B,Manjit,1,780,  780=
2002,B,Mankaran,1,780,  780=
2002,B,Manmeet,1,780,  780=
2002,B,Manpreet,1,780,  780=
2002,B,Marcel,1,780,  780=
2002,B,Marcio,1,780,  780=
2002,B,Mario,1,780,  780=
2002,B,Marko,1,780,  780=
2002,B,Marti,1,780,  780=
2002,B,Marty,1,780,  780=
2002,B,Martynas,1,780,  780=
2002,B,Masanori,1,780,  780=
2002,B,Mashoud,1,780,  780=
2002,B,Mathieu,1,780,  780=
2002,B,Mathu,1,780,  780=
2002,B,Matteo,1,780,  780=
2002,B,Matthias,1,780,  780=
2002,B,Mattis,1,780,  780=
2002,B,Maureno,1,780,  780=
2002,B,Maurice,1,780,  780=
2002,B,Mauricio,1,780,  780=
2002,B,Maurizio,1,780,  780=
2002,B,Maverick,1,780,  780=
2002,B,Maxamillian,1,780,  780=
2002,B,Maxi,1,780,  780=
2002,B,Maxx,1,780,  780=
2002,B,Mazen,1,780,  780=
2002,B,Mazyar,1,780,  780=
2002,B,Mbarak,1,780,  780=
2002,B,Mckenzie,1,780,  780=
2002,B,Meherwaan,1,780,  780=
2002,B,Mehmet,1,780,  780=
2002,B,Mehraz,1,780,  780=
2002,B,Meilad,1,780,  780=
2002,B,Melian,1,780,  780=
2002,B,Mellad,1,780,  780=
2002,B,Memphis,1,780,  780=
2002,B,Merlin,1,780,  780=
2002,B,Micah,1,780,  780=
2002,B,Michal,1,780,  780=
2002,B,Michele,1,780,  780=
2002,B,Mikaeel,1,780,  780=
2002,B,Mikail,1,780,  780=
2002,B,Milan,1,780,  780=
2002,B,Millan,1,780,  780=
2002,B,Milligan,1,780,  780=
2002,B,Mir,1,780,  780=
2002,B,Misir,1,780,  780=
2002,B,Moghees,1,780,  780=
2002,B,Mohamad,1,780,  780=
2002,B,Mohaman,1,780,  780=
2002,B,Mohammad-Hamza,1,780,  780=
2002,B,Mohannad,1,780,  780=
2002,B,Mohit,1,780,  780=
2002,B,Mohssen,1,780,  780=
2002,B,Montague,1,780,  780=
2002,B,Monther,1,780,  780=
2002,B,Monzer,1,780,  780=
2002,B,Moray,1,780,  780=
2002,B,Morien,1,780,  780=
2002,B,Morrison,1,780,  780=
2002,B,Morten,1,780,  780=
2002,B,Mosab,1,780,  780=
2002,B,Moses,1,780,  780=
2002,B,Mouhammed,1,780,  780=
2002,B,Mouiz,1,780,  780=
2002,B,Mourad,1,780,  780=
2002,B,Moussa,1,780,  780=
2002,B,Mu'azzam,1,780,  780=
2002,B,Muahid,1,780,  780=
2002,B,Mubashar,1,780,  780=
2002,B,Mudather,1,780,  780=
2002,B,Muditha,1,780,  780=
2002,B,Muhamad,1,780,  780=
2002,B,Muhammad-Tulha,1,780,  780=
2002,B,Muharrem,1,780,  780=
2002,B,Muhmmad,1,780,  780=
2002,B,Muir,1,780,  780=
2002,B,Mujo,1,780,  780=
2002,B,Mujtaba,1,780,  780=
2002,B,Mujtabah,1,780,  780=
2002,B,Mungo,1,780,  780=
2002,B,Muntasir,1,780,  780=
2002,B,Murdoch,1,780,  780=
2002,B,Murphy,1,780,  780=
2002,B,Murry,1,780,  780=
2002,B,Murugesan,1,780,  780=
2002,B,Mus'ab,1,780,  780=
2002,B,Musa,1,780,  780=
2002,B,Musticallo,1,780,  780=
2002,B,Naa'il,1,780,  780=
2002,B,Naase,1,780,  780=
2002,B,Nabil,1,780,  780=
2002,B,Nacer,1,780,  780=
2002,B,Najeeb-U-Rehman,1,780,  780=
2002,B,Nana,1,780,  780=
2002,B,Nathan-Jack,1,780,  780=
2002,B,Nathanial,1,780,  780=
2002,B,Naveed,1,780,  780=
2002,B,Navid,1,780,  780=
2002,B,Navraj,1,780,  780=
2002,B,Naythan,1,780,  780=
2002,B,Nazim,1,780,  780=
2002,B,Neal,1,780,  780=
2002,B,Neasan,1,780,  780=
2002,B,Neco,1,780,  780=
2002,B,Nedor,1,780,  780=
2002,B,Neeraj,1,780,  780=
2002,B,Neo,1,780,  780=
2002,B,Nezar,1,780,  780=
2002,B,Nghiep,1,780,  780=
2002,B,Nick,1,780,  780=
2002,B,Nicola,1,780,  780=
2002,B,Nicolai,1,780,  780=
2002,B,Nidhish,1,780,  780=
2002,B,Nihal,1,780,  780=
2002,B,Nikhil,1,780,  780=
2002,B,Nikol,1,780,  780=
2002,B,Nikolaos,1,780,  780=
2002,B,Nirmal,1,780,  780=
2002,B,Norman,1,780,  780=
2002,B,Nyasha,1,780,  780=
2002,B,Odin,1,780,  780=
2002,B,Oghenetega,1,780,  780=
2002,B,Oisin,1,780,  780=
2002,B,Olan,1,780,  780=
2002,B,Olatunde,1,780,  780=
2002,B,Oliwer,1,780,  780=
2002,B,Ollie,1,780,  780=
2002,B,Oluwadamilare,1,780,  780=
2002,B,Omann,1,780,  780=
2002,B,Omed,1,780,  780=
2002,B,Onno,1,780,  780=
2002,B,Oren,1,780,  780=
2002,B,Orlando,1,780,  780=
2002,B,Orrin,1,780,  780=
2002,B,Osama,1,780,  780=
2002,B,Osebhahiemen,1,780,  780=
2002,B,Oshith,1,780,  780=
2002,B,Oster,1,780,  780=
2002,B,Owan,1,780,  780=
2002,B,Ozair,1,780,  780=
2002,B,Ozan,1,780,  780=
2002,B,Pablo,1,780,  780=
2002,B,Panagiotis,1,780,  780=
2002,B,Paneet,1,780,  780=
2002,B,Paraschos,1,780,  780=
2002,B,Parwar,1,780,  780=
2002,B,Pascal,1,780,  780=
2002,B,Patraic,1,780,  780=
2002,B,Paul-Jacob,1,780,  780=
2002,B,Pavel,1,780,  780=
2002,B,Payton,1,780,  780=
2002,B,Peer,1,780,  780=
2002,B,Pelayo,1,780,  780=
2002,B,Pepijn,1,780,  780=
2002,B,Percy,1,780,  780=
2002,B,Petr,1,780,  780=
2002,B,Petrus,1,780,  780=
2002,B,Pierre,1,780,  780=
2002,B,Poitier,1,780,  780=
2002,B,Pol,1,780,  780=
2002,B,Prabdiyal,1,780,  780=
2002,B,Prakash,1,780,  780=
2002,B,Pranav,1,780,  780=
2002,B,Pranith,1,780,  780=
2002,B,Preston,1,780,  780=
2002,B,Prezent,1,780,  780=
2002,B,Qaasim,1,780,  780=
2002,B,Qi,1,780,  780=
2002,B,Quentin,1,780,  780=
2002,B,Quinlan,1,780,  780=
2002,B,Quinn,1,780,  780=
2002,B,Raafay,1,780,  780=
2002,B,Raaj,1,780,  780=
2002,B,Radovan,1,780,  780=
2002,B,Rae,1,780,  780=
2002,B,Rafael,1,780,  780=
2002,B,Raheem,1,780,  780=
2002,B,Rahmaan,1,780,  780=
2002,B,Rahub,1,780,  780=
2002,B,Raif,1,780,  780=
2002,B,Raigyn,1,780,  780=
2002,B,Raimundo,1,780,  780=
2002,B,Raith,1,780,  780=
2002,B,Rajab,1,780,  780=
2002,B,Rakan,1,780,  780=
2002,B,Rakesh,1,780,  780=
2002,B,Ralf,1,780,  780=
2002,B,Ram,1,780,  780=
2002,B,Rami,1,780,  780=
2002,B,Ramiro,1,780,  780=
2002,B,Ramiz,1,780,  780=
2002,B,Ramsi,1,780,  780=
2002,B,Rana,1,780,  780=
2002,B,Ranald,1,780,  780=
2002,B,Rayaan,1,780,  780=
2002,B,Raymon,1,780,  780=
2002,B,Raymond-James,1,780,  780=
2002,B,Rayyan,1,780,  780=
2002,B,Rebar,1,780,  780=
2002,B,Reda,1,780,  780=
2002,B,Redmond,1,780,  780=
2002,B,Regen,1,780,  780=
2002,B,Regis,1,780,  780=
2002,B,Rehan,1,780,  780=
2002,B,Reid,1,780,  780=
2002,B,Reuben-Jon,1,780,  780=
2002,B,Rewa,1,780,  780=
2002,B,Reyan,1,780,  780=
2002,B,Reza,1,780,  780=
2002,B,Rezwan,1,780,  780=
2002,B,Rheagan,1,780,  780=
2002,B,Rhian,1,780,  780=
2002,B,Rhion,1,780,  780=
2002,B,Rhoari,1,780,  780=
2002,B,Rhuari,1,780,  780=
2002,B,Rhuiri,1,780,  780=
2002,B,Rhye,1,780,  780=
2002,B,Rhyinn-Adam,1,780,  780=
2002,B,Rhylee,1,780,  780=
2002,B,Rhyse,1,780,  780=
2002,B,Ricardo,1,780,  780=
2002,B,Riccardo,1,780,  780=
2002,B,Richey,1,780,  780=
2002,B,Ricki,1,780,  780=
2002,B,Rico,1,780,  780=
2002,B,Riki,1,780,  780=
2002,B,Rion,1,780,  780=
2002,B,River,1,780,  780=
2002,B,Rizwan,1,780,  780=
2002,B,Robby,1,780,  780=
2002,B,Robertlee,1,780,  780=
2002,B,Robi,1,780,  780=
2002,B,Robson,1,780,  780=
2002,B,Robyn,1,780,  780=
2002,B,Rodel,1,780,  780=
2002,B,Roghan,1,780,  780=
2002,B,Rohaan,1,780,  780=
2002,B,Rohail,1,780,  780=
2002,B,Rohin,1,780,  780=
2002,B,Roland,1,780,  780=
2002,B,Romik,1,780,  780=
2002,B,Roni,1,780,  780=
2002,B,Rosanthan,1,780,  780=
2002,B,Rostislav,1,780,  780=
2002,B,Ruadhri,1,780,  780=
2002,B,Ruaidhri,1,780,  780=
2002,B,Ruan,1,780,  780=
2002,B,Ruariadh,1,780,  780=
2002,B,Ruhan,1,780,  780=
2002,B,Rui,1,780,  780=
2002,B,Rupin,1,780,  780=
2002,B,Russel,1,780,  780=
2002,B,Rustam,1,780,  780=
2002,B,Ryall,1,780,  780=
2002,B,Ryan-Lee,1,780,  780=
2002,B,Ryden,1,780,  780=
2002,B,Ryely,1,780,  780=
2002,B,Rylee,1,780,  780=
2002,B,Ryley,1,780,  780=
2002,B,Ryven,1,780,  780=
2002,B,Sachin,1,780,  780=
2002,B,Safi,1,780,  780=
2002,B,Sahail,1,780,  780=
2002,B,Sahil,1,780,  780=
2002,B,Sai,1,780,  780=
