yr,sex,FirstForename,number,rank,position
1991,G,Stroma,1,1100, 1100=
1991,G,Struan,1,1100, 1100=
1991,G,Sub,1,1100, 1100=
1991,G,Suckvinder,1,1100, 1100=
1991,G,Sueanna,1,1100, 1100=
1991,G,Suenita,1,1100, 1100=
1991,G,Sui,1,1100, 1100=
1991,G,Suilven,1,1100, 1100=
1991,G,Suk,1,1100, 1100=
1991,G,Sukhdev,1,1100, 1100=
1991,G,Sukhvir,1,1100, 1100=
1991,G,Sukinder,1,1100, 1100=
1991,G,Sultana,1,1100, 1100=
1991,G,Sumaiya,1,1100, 1100=
1991,G,Sumarah,1,1100, 1100=
1991,G,Sumaya,1,1100, 1100=
1991,G,Sumayah,1,1100, 1100=
1991,G,Sumera,1,1100, 1100=
1991,G,Sumiyya,1,1100, 1100=
1991,G,Sunia,1,1100, 1100=
1991,G,Suraiya,1,1100, 1100=
1991,G,Susie,1,1100, 1100=
1991,G,Suzann,1,1100, 1100=
1991,G,Suzelle,1,1100, 1100=
1991,G,Suzette,1,1100, 1100=
1991,G,Suzi,1,1100, 1100=
1991,G,Sylvanie,1,1100, 1100=
1991,G,Symone,1,1100, 1100=
1991,G,Syrah,1,1100, 1100=
1991,G,Taarna,1,1100, 1100=
1991,G,Taegan,1,1100, 1100=
1991,G,Tahnee,1,1100, 1100=
1991,G,Taiba,1,1100, 1100=
1991,G,Taibah,1,1100, 1100=
1991,G,Taima,1,1100, 1100=
1991,G,Talor,1,1100, 1100=
1991,G,Tamala,1,1100, 1100=
1991,G,Tamar,1,1100, 1100=
1991,G,Tamaryne,1,1100, 1100=
1991,G,Tamasin,1,1100, 1100=
1991,G,Tamika,1,1100, 1100=
1991,G,Tammi-Lee,1,1100, 1100=
1991,G,Tamsyn,1,1100, 1100=
1991,G,Tamzyn,1,1100, 1100=
1991,G,Tanita,1,1100, 1100=
1991,G,Tanith,1,1100, 1100=
1991,G,Tanja,1,1100, 1100=
1991,G,Tansy,1,1100, 1100=
1991,G,Tanveer,1,1100, 1100=
1991,G,Tapashree,1,1100, 1100=
1991,G,Tarrah,1,1100, 1100=
1991,G,Taslima,1,1100, 1100=
1991,G,Tasmin,1,1100, 1100=
1991,G,Tasniam,1,1100, 1100=
1991,G,Tasnim,1,1100, 1100=
1991,G,Tatania,1,1100, 1100=
1991,G,Tay,1,1100, 1100=
1991,G,Taylor-Jane,1,1100, 1100=
1991,G,Teagan,1,1100, 1100=
1991,G,Teniola,1,1100, 1100=
1991,G,Tereen,1,1100, 1100=
1991,G,Teressa,1,1100, 1100=
1991,G,Terren,1,1100, 1100=
1991,G,Terri-Ann,1,1100, 1100=
1991,G,Terri-Leigh,1,1100, 1100=
1991,G,Teryll,1,1100, 1100=
1991,G,Tess,1,1100, 1100=
1991,G,Tessa,1,1100, 1100=
1991,G,Tessa-Jane,1,1100, 1100=
1991,G,Teyana,1,1100, 1100=
1991,G,Thaniya,1,1100, 1100=
1991,G,Thomasena,1,1100, 1100=
1991,G,Thomasina,1,1100, 1100=
1991,G,Thyrza,1,1100, 1100=
1991,G,Tiana,1,1100, 1100=
1991,G,Tiayyibha,1,1100, 1100=
1991,G,Tiffani-Rose,1,1100, 1100=
1991,G,Tilley,1,1100, 1100=
1991,G,Tilly,1,1100, 1100=
1991,G,Tineke,1,1100, 1100=
1991,G,Toni-Elaine,1,1100, 1100=
1991,G,Toni-Louise,1,1100, 1100=
1991,G,Toni-Marie,1,1100, 1100=
1991,G,Toniann,1,1100, 1100=
1991,G,Tonilee,1,1100, 1100=
1991,G,Tonimarie,1,1100, 1100=
1991,G,Tonnina,1,1100, 1100=
1991,G,Tonnya,1,1100, 1100=
1991,G,Tracie-Louise,1,1100, 1100=
1991,G,Triona,1,1100, 1100=
1991,G,Trixi,1,1100, 1100=
1991,G,Trudie,1,1100, 1100=
1991,G,Trudy,1,1100, 1100=
1991,G,Tuesday,1,1100, 1100=
1991,G,Tyiesha,1,1100, 1100=
1991,G,Tyla,1,1100, 1100=
1991,G,Tyler,1,1100, 1100=
1991,G,Tyne,1,1100, 1100=
1991,G,Umayzaki,1,1100, 1100=
1991,G,Ummae,1,1100, 1100=
1991,G,Urooj,1,1100, 1100=
1991,G,Ursulla,1,1100, 1100=
1991,G,Urszula,1,1100, 1100=
1991,G,Urum,1,1100, 1100=
1991,G,Uzma,1,1100, 1100=
1991,G,Vahri,1,1100, 1100=
1991,G,Vaila,1,1100, 1100=
1991,G,Vassiliki,1,1100, 1100=
1991,G,Vianna,1,1100, 1100=
1991,G,Vicki-Louise,1,1100, 1100=
1991,G,Victoria-Lynn,1,1100, 1100=
1991,G,Vienna,1,1100, 1100=
1991,G,Vikki-Ann,1,1100, 1100=
1991,G,Viola,1,1100, 1100=
1991,G,Violette,1,1100, 1100=
1991,G,Vittoria,1,1100, 1100=
1991,G,Wendy-Louise,1,1100, 1100=
1991,G,Winifred,1,1100, 1100=
1991,G,Xana,1,1100, 1100=
1991,G,Xanthe,1,1100, 1100=
1991,G,Ximena,1,1100, 1100=
1991,G,Xue,1,1100, 1100=
1991,G,Yardlie,1,1100, 1100=
1991,G,Yasamin,1,1100, 1100=
1991,G,Yaslynne,1,1100, 1100=
1991,G,Yasra,1,1100, 1100=
1991,G,Yazman,1,1100, 1100=
1991,G,Yit,1,1100, 1100=
1991,G,Yolanda,1,1100, 1100=
1991,G,Ysamin,1,1100, 1100=
1991,G,Yumna,1,1100, 1100=
1991,G,Yusra,1,1100, 1100=
1991,G,Yvanna,1,1100, 1100=
1991,G,Yve,1,1100, 1100=
1991,G,Zahrah,1,1100, 1100=
1991,G,Zaibunnisa,1,1100, 1100=
1991,G,Zainub,1,1100, 1100=
1991,G,Zandia,1,1100, 1100=
1991,G,Zandra,1,1100, 1100=
1991,G,Zarah,1,1100, 1100=
1991,G,Zaranne,1,1100, 1100=
1991,G,Zarminah,1,1100, 1100=
1991,G,Zaynib,1,1100, 1100=
1991,G,Zeenat,1,1100, 1100=
1991,G,Zenab,1,1100, 1100=
1991,G,Zianab,1,1100, 1100=
1991,G,Zirka,1,1100, 1100=
1991,G,Zobia,1,1100, 1100=
1991,G,Zoe-Louise,1,1100, 1100=
1991,G,Zoha,1,1100, 1100=
1991,G,Zohrah,1,1100, 1100=
1991,G,Zsara,1,1100, 1100=
1991,G,Zubeda,1,1100, 1100=
1991,G,Zulekhah,1,1100, 1100=
1992,B,David,1038,1,1
1992,B,Scott,951,2,2
1992,B,Andrew,913,3,3
1992,B,James,912,4,4
1992,B,Christopher,874,5,5
1992,B,Michael,852,6,6
1992,B,Craig,825,7,7
1992,B,Ryan,821,8,8
1992,B,Daniel,792,9,9
1992,B,Ross,755,10,10
1992,B,Jamie,701,11,11
1992,B,Sean,634,12,12
1992,B,John,629,13,13
1992,B,Jordan,541,14,14
1992,B,Robert,523,15,15
1992,B,Steven,516,16,16
1992,B,Liam,489,17,17
1992,B,Mark,484,18,18
1992,B,Paul,483,19,19
1992,B,Stuart,459,20,20
1992,B,Matthew,413,21,   21=
1992,B,Stephen,413,21,   21=
1992,B,Thomas,397,23,23
1992,B,Callum,377,24,24
1992,B,Darren,367,25,25
1992,B,Gary,356,26,26
1992,B,Lewis,333,27,27
1992,B,William,332,28,28
1992,B,Connor,321,29,29
1992,B,Calum,318,30,   30=
1992,B,Martin,318,30,   30=
1992,B,Grant,311,32,32
1992,B,Adam,300,33,   33=
1992,B,Alexander,300,33,   33=
1992,B,Kyle,280,35,35
1992,B,Lee,277,36,36
1992,B,Kevin,261,37,37
1992,B,Jonathan,260,38,38
1992,B,Shaun,254,39,39
1992,B,Fraser,243,40,40
1992,B,Kieran,235,41,41
1992,B,Jack,226,42,42
1992,B,Dean,219,43,43
1992,B,Cameron,206,44,44
1992,B,Peter,195,45,45
1992,B,Alan,191,46,46
1992,B,Iain,187,47,47
1992,B,Marc,185,48,48
1992,B,Greg,182,49,49
1992,B,Graeme,179,50,50
1992,B,Conor,173,51,   51=
1992,B,Ian,173,51,   51=
1992,B,Euan,168,53,53
1992,B,Gavin,163,54,54
1992,B,Richard,161,55,55
1992,B,Blair,151,56,56
1992,B,Colin,146,57,57
1992,B,Joseph,145,58,58
1992,B,Aaron,143,59,   59=
1992,B,Dale,143,59,   59=
1992,B,Neil,136,61,   61=
1992,B,Sam,136,61,   61=
1992,B,Jason,131,63,   63=
1992,B,Joshua,131,63,   63=
1992,B,Gordon,127,65,   65=
1992,B,Samuel,127,65,   65=
1992,B,Stewart,124,67,67
1992,B,Nathan,120,68,68
1992,B,Nicholas,118,69,69
1992,B,Anthony,115,70,   70=
1992,B,Douglas,115,70,   70=
1992,B,Rory,112,72,72
1992,B,Alistair,111,73,   73=
1992,B,Brian,111,73,   73=
1992,B,Allan,110,75,75
1992,B,Ewan,104,76,   76=
1992,B,George,104,76,   76=
1992,B,Duncan,102,78,78
1992,B,Graham,101,79,79
1992,B,Ben,99,80,80
1992,B,Benjamin,94,81,81
1992,B,Gregor,88,82,82
1992,B,Declan,87,83,83
1992,B,Patrick,85,84,84
1992,B,Dylan,77,85,85
1992,B,Kenneth,76,86,86
1992,B,Derek,75,87,87
1992,B,Alasdair,74,88,88
1992,B,Owen,73,89,89
1992,B,Greig,71,90,90
1992,B,Barry,69,91,91
1992,B,Aidan,65,92,   92=
1992,B,Gareth,65,92,   92=
1992,B,Josh,65,92,   92=
1992,B,Charles,64,95,   95=
1992,B,Daryl,64,95,   95=
1992,B,Garry,63,97,   97=
1992,B,Simon,63,97,   97=
1992,B,Robbie,61,99,99
1992,B,Alastair,60,100,100
1992,B,Martyn,58,101,101
1992,B,Donald,57,102,  102=
1992,B,Luke,57,102,  102=
1992,B,Murray,53,104,104
1992,B,Angus,52,105,  105=
1992,B,Philip,52,105,  105=
1992,B,Mohammed,51,107,107
1992,B,Bryan,50,108,108
1992,B,Kristopher,49,109,  109=
1992,B,Reece,49,109,  109=
1992,B,Ciaran,48,111,  111=
1992,B,Edward,48,111,  111=
1992,B,Russell,48,111,  111=
1992,B,Keith,47,114,114
1992,B,Finlay,44,115,  115=
1992,B,Jay,44,115,  115=
1992,B,Niall,43,117,117
1992,B,Darryl,42,118,118
1992,B,Rhys,40,119,119
1992,B,Ruairidh,38,120,120
1992,B,Jake,37,121,  121=
1992,B,Stefan,37,121,  121=
1992,B,Corey,36,123,  123=
1992,B,Keiran,36,123,  123=
1992,B,Oliver,36,123,  123=
1992,B,Frazer,35,126,  126=
1992,B,Glen,35,126,  126=
1992,B,Jonathon,35,126,  126=
1992,B,Kristofer,35,126,  126=
1992,B,Danny,34,130,  130=
1992,B,Dominic,34,130,  130=
1992,B,Glenn,34,130,  130=
1992,B,Harry,32,133,  133=
1992,B,Marcus,32,133,  133=
1992,B,Elliot,31,135,  135=
1992,B,Raymond,31,135,  135=
1992,B,Antony,30,137,137
1992,B,Arran,29,138,  138=
1992,B,Brendan,29,138,  138=
1992,B,Conner,29,138,  138=
1992,B,Kerr,29,138,  138=
1992,B,Kieron,28,142,  142=
1992,B,Louis,28,142,  142=
1992,B,Robin,28,142,  142=
1992,B,Tony,28,142,  142=
1992,B,Joe,27,146,  146=
1992,B,Kris,27,146,  146=
1992,B,Mathew,27,146,  146=
1992,B,Shane,26,149,149
1992,B,Francis,25,150,  150=
1992,B,Hamish,25,150,  150=
1992,B,Jon,25,150,  150=
1992,B,Malcolm,24,153,  153=
1992,B,Ruaridh,24,153,  153=
1992,B,Arron,23,155,  155=
1992,B,Billy,23,155,  155=
1992,B,Bradley,23,155,  155=
1992,B,Bruce,23,155,  155=
1992,B,Calvin,23,155,  155=
1992,B,Taylor,23,155,  155=
1992,B,Max,22,161,  161=
1992,B,Struan,22,161,  161=
1992,B,Drew,21,163,  163=
1992,B,Fergus,21,163,  163=
1992,B,Hugh,21,163,  163=
1992,B,Alex,19,166,  166=
1992,B,Evan,19,166,  166=
1992,B,Gerard,18,168,  168=
1992,B,Johnathan,18,168,  168=
1992,B,Justin,18,168,  168=
1992,B,Lloyd,18,168,  168=
1992,B,Ronald,18,168,  168=
1992,B,Tom,18,168,  168=
1992,B,Aiden,17,174,  174=
1992,B,Damian,17,174,  174=
1992,B,Henry,17,174,  174=
1992,B,Jacob,17,174,  174=
1992,B,Muhammad,17,174,  174=
1992,B,Terry,17,174,  174=
1992,B,Alister,16,180,  180=
1992,B,Campbell,16,180,  180=
1992,B,Damien,16,180,  180=
1992,B,Guy,16,180,  180=
1992,B,Mohammad,16,180,  180=
1992,B,Ewen,15,185,  185=
1992,B,Jordon,15,185,  185=
1992,B,Keir,15,185,  185=
1992,B,Laurence,15,185,  185=
1992,B,Lawrence,15,185,  185=
1992,B,Mitchell,15,185,  185=
1992,B,Nicky,15,185,  185=
1992,B,Roderick,15,185,  185=
1992,B,Bryce,14,193,  193=
1992,B,Joel,14,193,  193=
1992,B,Zachary,14,193,  193=
1992,B,Zak,14,193,  193=
1992,B,Bobby,13,197,  197=
1992,B,Eric,13,197,  197=
1992,B,Gregg,13,197,  197=
1992,B,Roy,13,197,  197=
1992,B,Ruaraidh,13,197,  197=
1992,B,Timothy,13,197,  197=
1992,B,Alisdair,12,203,  203=
1992,B,Ethan,12,203,  203=
1992,B,Findlay,12,203,  203=
1992,B,Frank,12,203,  203=
1992,B,Karl,12,203,  203=
1992,B,Kristoffer,12,203,  203=
1992,B,Lachlan,12,203,  203=
1992,B,Leon,12,203,  203=
1992,B,Omar,12,203,  203=
1992,B,Ricky,12,203,  203=
1992,B,Sandy,12,203,  203=
1992,B,Wayne,12,203,  203=
1992,B,Ali,11,215,  215=
1992,B,Anton,11,215,  215=
1992,B,Elliott,11,215,  215=
1992,B,Frederick,11,215,  215=
1992,B,Gregory,11,215,  215=
1992,B,Kieren,11,215,  215=
1992,B,Logan,11,215,  215=
1992,B,Ashley,10,222,  222=
1992,B,Brett,10,222,  222=
1992,B,Christian,10,222,  222=
1992,B,Hassan,10,222,  222=
1992,B,Marco,10,222,  222=
1992,B,Neal,10,222,  222=
1992,B,Nico,10,222,  222=
1992,B,Ronan,10,222,  222=
1992,B,Sonny,10,222,  222=
1992,B,Arthur,9,231,  231=
1992,B,Cory,9,231,  231=
1992,B,Eoin,9,231,  231=
1992,B,Hayden,9,231,  231=
1992,B,Innes,9,231,  231=
1992,B,Jed,9,231,  231=
1992,B,Kristian,9,231,  231=
1992,B,Leo,9,231,  231=
1992,B,Maxwell,9,231,  231=
1992,B,Murdo,9,231,  231=
1992,B,Ruari,9,231,  231=
1992,B,Scot,9,231,  231=
1992,B,Terence,9,231,  231=
1992,B,Blake,8,244,  244=
1992,B,Brandon,8,244,  244=
1992,B,Curtis,8,244,  244=
1992,B,Damon,8,244,  244=
1992,B,Darrell,8,244,  244=
1992,B,Dayle,8,244,  244=
1992,B,Finn,8,244,  244=
1992,B,Lyle,8,244,  244=
1992,B,Nathaniel,8,244,  244=
1992,B,Neill,8,244,  244=
1992,B,Phillip,8,244,  244=
1992,B,Vincent,8,244,  244=
1992,B,Aarron,7,256,  256=
1992,B,Adrian,7,256,  256=
1992,B,Bernard,7,256,  256=
1992,B,Brad,7,256,  256=
1992,B,Brodie,7,256,  256=
1992,B,Chris,7,256,  256=
1992,B,Conar,7,256,  256=
1992,B,Denis,7,256,  256=
1992,B,Ellis,7,256,  256=
1992,B,Harrison,7,256,  256=
1992,B,Haydn,7,256,  256=
1992,B,Hector,7,256,  256=
1992,B,Kirk,7,256,  256=
1992,B,Laurie,7,256,  256=
1992,B,Leigh,7,256,  256=
1992,B,Lorne,7,256,  256=
1992,B,Magnus,7,256,  256=
1992,B,Rowan,7,256,  256=
1992,B,Allister,6,274,  274=
1992,B,Austin,6,274,  274=
1992,B,Bilal,6,274,  274=
1992,B,Blaine,6,274,  274=
1992,B,Cailean,6,274,  274=
1992,B,Callan,6,274,  274=
1992,B,Chad,6,274,  274=
1992,B,Corrie,6,274,  274=
1992,B,Darryn,6,274,  274=
1992,B,Daryn,6,274,  274=
1992,B,Dennis,6,274,  274=
1992,B,Dillon,6,274,  274=
1992,B,Gerald,6,274,  274=
1992,B,Jared,6,274,  274=
1992,B,Jeff,6,274,  274=
1992,B,Joss,6,274,  274=
1992,B,Keiron,6,274,  274=
1992,B,Matt,6,274,  274=
1992,B,Neale,6,274,  274=
1992,B,Norman,6,274,  274=
1992,B,Rikki,6,274,  274=
1992,B,Roddy,6,274,  274=
1992,B,Steve,6,274,  274=
1992,B,Tomas,6,274,  274=
1992,B,Abdul,5,298,  298=
1992,B,Adeel,5,298,  298=
1992,B,Ahmed,5,298,  298=
1992,B,Barrie,5,298,  298=
1992,B,Brogan,5,298,  298=
1992,B,Cal,5,298,  298=
1992,B,Carl,5,298,  298=
1992,B,Charlie,5,298,  298=
1992,B,Christie,5,298,  298=
1992,B,Dane,5,298,  298=
1992,B,Dario,5,298,  298=
1992,B,Darran,5,298,  298=
1992,B,Erik,5,298,  298=
1992,B,Harley,5,298,  298=
1992,B,Harris,5,298,  298=
1992,B,Imran,5,298,  298=
1992,B,Isaac,5,298,  298=
1992,B,Johnny,5,298,  298=
1992,B,Jordyn,5,298,  298=
1992,B,Kai,5,298,  298=
1992,B,Kelvin,5,298,  298=
1992,B,Kenny,5,298,  298=
1992,B,Kurt,5,298,  298=
1992,B,Levi,5,298,  298=
1992,B,Miles,5,298,  298=
1992,B,Qasim,5,298,  298=
1992,B,Ralph,5,298,  298=
1992,B,Reuben,5,298,  298=
1992,B,Ritchie,5,298,  298=
1992,B,Rob,5,298,  298=
1992,B,Sebastian,5,298,  298=
1992,B,Stevie,5,298,  298=
1992,B,Syed,5,298,  298=
1992,B,Tommy,5,298,  298=
1992,B,Troy,5,298,  298=
1992,B,Umar,5,298,  298=
1992,B,Walter,5,298,  298=
1992,B,Warren,5,298,  298=
1992,B,Aden,4,336,  336=
1992,B,Adil,4,336,  336=
1992,B,Adnan,4,336,  336=
1992,B,Ahmad,4,336,  336=
1992,B,Archibald,4,336,  336=
1992,B,Arif,4,336,  336=
1992,B,Asif,4,336,  336=
1992,B,Austen,4,336,  336=
1992,B,Blane,4,336,  336=
1992,B,Christy,4,336,  336=
1992,B,Clark,4,336,  336=
1992,B,Connaire,4,336,  336=
1992,B,Connar,4,336,  336=
1992,B,Conrad,4,336,  336=
1992,B,Daryll,4,336,  336=
1992,B,Eamon,4,336,  336=
1992,B,Edwin,4,336,  336=
1992,B,Erlend,4,336,  336=
1992,B,Felix,4,336,  336=
1992,B,Fionnlagh,4,336,  336=
1992,B,Hunter,4,336,  336=
1992,B,Jackson,4,336,  336=
1992,B,Jim,4,336,  336=
1992,B,Jody,4,336,  336=
1992,B,John-Paul,4,336,  336=
1992,B,Julian,4,336,  336=
1992,B,Kal,4,336,  336=
1992,B,Kamran,4,336,  336=
1992,B,Kasim,4,336,  336=
1992,B,Louie,4,336,  336=
1992,B,Luca,4,336,  336=
1992,B,Marti,4,336,  336=
1992,B,Miller,4,336,  336=
1992,B,Myles,4,336,  336=
1992,B,Nicol,4,336,  336=
1992,B,Rhuaridh,4,336,  336=
1992,B,Ricki,4,336,  336=
1992,B,Sami,4,336,  336=
1992,B,Seamus,4,336,  336=
1992,B,Shannon,4,336,  336=
1992,B,Toby,4,336,  336=
1992,B,Tristan,4,336,  336=
1992,B,Usman,4,336,  336=
1992,B,Victor,4,336,  336=
1992,B,Abbas,3,380,  380=
1992,B,Akeel,3,380,  380=
1992,B,Alec,3,380,  380=
1992,B,Alessandro,3,380,  380=
1992,B,Allen,3,380,  380=
1992,B,Amir,3,380,  380=
1992,B,Anas,3,380,  380=
1992,B,Archie,3,380,  380=
1992,B,Atif,3,380,  380=
1992,B,Beau,3,380,  380=
1992,B,Bryden,3,380,  380=
1992,B,Cairan,3,380,  380=
1992,B,Calan,3,380,  380=
1992,B,Carlo,3,380,  380=
1992,B,Cathal,3,380,  380=
1992,B,Conall,3,380,  380=
1992,B,Connel,3,380,  380=
1992,B,Crawford,3,380,  380=
1992,B,Darius,3,380,  380=
1992,B,Darragh,3,380,  380=
1992,B,Darroch,3,380,  380=
1992,B,Darron,3,380,  380=
1992,B,Darryll,3,380,  380=
1992,B,Davide,3,380,  380=
1992,B,Dechlan,3,380,  380=
1992,B,Deen,3,380,  380=
1992,B,Derrick,3,380,  380=
1992,B,Don,3,380,  380=
1992,B,Eamonn,3,380,  380=
1992,B,Eoghann,3,380,  380=
1992,B,Fahad,3,380,  380=
1992,B,Faisal,3,380,  380=
1992,B,Francesco,3,380,  380=
1992,B,Geoffrey,3,380,  380=
1992,B,Gianluca,3,380,  380=
1992,B,Grahame,3,380,  380=
1992,B,Hashim,3,380,  380=
1992,B,Ibrahim,3,380,  380=
1992,B,Ivan,3,380,  380=
1992,B,Jaimie,3,380,  380=
1992,B,Jan,3,380,  380=
1992,B,Jimmy,3,380,  380=
1992,B,Kane,3,380,  380=
1992,B,Kiefer,3,380,  380=
1992,B,Kit,3,380,  380=
1992,B,Kriss,3,380,  380=
1992,B,Kristofor,3,380,  380=
1992,B,Kurtis,3,380,  380=
1992,B,Lawrie,3,380,  380=
1992,B,Leighton,3,380,  380=
1992,B,Leslie,3,380,  380=
1992,B,Lucas,3,380,  380=
1992,B,Man,3,380,  380=
1992,B,Mason,3,380,  380=
1992,B,Maximillian,3,380,  380=
1992,B,Micheal,3,380,  380=
1992,B,Mohsin,3,380,  380=
1992,B,Moray,3,380,  380=
1992,B,Nadeem,3,380,  380=
1992,B,Naveed,3,380,  380=
1992,B,Perry,3,380,  380=
1992,B,Ramsay,3,380,  380=
1992,B,Raza,3,380,  380=
1992,B,Reiss,3,380,  380=
1992,B,Rian,3,380,  380=
1992,B,Rogan,3,380,  380=
1992,B,Ronnie,3,380,  380=
1992,B,Ruairi,3,380,  380=
1992,B,Sammy,3,380,  380=
1992,B,Spencer,3,380,  380=
1992,B,Stanley,3,380,  380=
1992,B,Stephan,3,380,  380=
1992,B,Sui,3,380,  380=
1992,B,Tobias,3,380,  380=
1992,B,Tyler,3,380,  380=
1992,B,Wallace,3,380,  380=
1992,B,Waqas,3,380,  380=
1992,B,Zac,3,380,  380=
1992,B,Zack,3,380,  380=
1992,B,Zain,3,380,  380=
1992,B,Zohaib,3,380,  380=
1992,B,Aaran,2,461,  461=
1992,B,Abdullah,2,461,  461=
1992,B,Alaster,2,461,  461=
1992,B,Albert,2,461,  461=
1992,B,Alessio,2,461,  461=
1992,B,Alfred,2,461,  461=
1992,B,Alix,2,461,  461=
1992,B,Alun,2,461,  461=
1992,B,Amar,2,461,  461=
1992,B,Anders,2,461,  461=
1992,B,Andi,2,461,  461=
1992,B,Andre,2,461,  461=
1992,B,Angelo,2,461,  461=
1992,B,Anil,2,461,  461=
1992,B,Antonio,2,461,  461=
1992,B,Aonghas,2,461,  461=
1992,B,Aqib,2,461,  461=
1992,B,Aron,2,461,  461=
1992,B,Asim,2,461,  461=
1992,B,Avinash,2,461,  461=
1992,B,Ayden,2,461,  461=
1992,B,Brady,2,461,  461=
1992,B,Brendon,2,461,  461=
1992,B,Bret,2,461,  461=
1992,B,Cai,2,461,  461=
1992,B,Calumn,2,461,  461=
1992,B,Casey,2,461,  461=
1992,B,Cavan,2,461,  461=
1992,B,Ciar,2,461,  461=
1992,B,Clarke,2,461,  461=
1992,B,Clive,2,461,  461=
1992,B,Cole,2,461,  461=
1992,B,Conal,2,461,  461=
1992,B,Conan,2,461,  461=
1992,B,Cori,2,461,  461=
1992,B,Corin,2,461,  461=
1992,B,Correy,2,461,  461=
1992,B,Dalton,2,461,  461=
1992,B,Dan,2,461,  461=
1992,B,Dani,2,461,  461=
1992,B,Dariusz,2,461,  461=
1992,B,Darrel,2,461,  461=
1992,B,Darrin,2,461,  461=
1992,B,Deane,2,461,  461=
1992,B,Decklyn,2,461,  461=
1992,B,Denny,2,461,  461=
1992,B,Derry,2,461,  461=
1992,B,Desmond,2,461,  461=
1992,B,Diarmid,2,461,  461=
1992,B,Dion,2,461,  461=
1992,B,Donny,2,461,  461=
1992,B,Edmond,2,461,  461=
1992,B,Edmund,2,461,  461=
1992,B,Eion,2,461,  461=
1992,B,Enrico,2,461,  461=
1992,B,Ernest,2,461,  461=
1992,B,Fabio,2,461,  461=
1992,B,Faraz,2,461,  461=
1992,B,Farhan,2,461,  461=
1992,B,Fergal,2,461,  461=
1992,B,Floyd,2,461,  461=
1992,B,Francisco,2,461,  461=
1992,B,Fred,2,461,  461=
1992,B,Gerrard,2,461,  461=
1992,B,Glynn,2,461,  461=
1992,B,Haroon,2,461,  461=
1992,B,Harun,2,461,  461=
1992,B,Hasan,2,461,  461=
1992,B,Hussain,2,461,  461=
1992,B,Huw,2,461,  461=
1992,B,Irvine,2,461,  461=
1992,B,Irving,2,461,  461=
1992,B,Jackie,2,461,  461=
1992,B,Jagjit,2,461,  461=
1992,B,Jai,2,461,  461=
1992,B,Jaime,2,461,  461=
1992,B,Jaimi,2,461,  461=
1992,B,Jameel,2,461,  461=
1992,B,Jardine,2,461,  461=
1992,B,Jarred,2,461,  461=
1992,B,Jasper,2,461,  461=
1992,B,Jay-Jay,2,461,  461=
1992,B,Jeffrey,2,461,  461=
1992,B,Jeremy,2,461,  461=
1992,B,Johnathon,2,461,  461=
1992,B,Keenan,2,461,  461=
1992,B,Keiren,2,461,  461=
1992,B,Keirran,2,461,  461=
1992,B,Kevan,2,461,  461=
1992,B,Khaled,2,461,  461=
1992,B,Kier,2,461,  461=
1992,B,Kierin,2,461,  461=
1992,B,Kraig,2,461,  461=
1992,B,Kristin,2,461,  461=
1992,B,Kylle,2,461,  461=
1992,B,Laurens,2,461,  461=
1992,B,Lindsay,2,461,  461=
1992,B,Lorenzo,2,461,  461=
1992,B,Luis,2,461,  461=
1992,B,Lyall,2,461,  461=
1992,B,Mackenzie,2,461,  461=
1992,B,Marley,2,461,  461=
1992,B,Marvin,2,461,  461=
1992,B,Matthias,2,461,  461=
1992,B,Millar,2,461,  461=
1992,B,Mitchel,2,461,  461=
1992,B,Mohamed,2,461,  461=
1992,B,Morgan,2,461,  461=
1992,B,Muhammed,2,461,  461=
1992,B,Munro,2,461,  461=
1992,B,Nathanael,2,461,  461=
1992,B,Nelson,2,461,  461=
1992,B,Nick,2,461,  461=
1992,B,Nicki,2,461,  461=
1992,B,Nickolas,2,461,  461=
1992,B,Nicolas,2,461,  461=
1992,B,Nikolas,2,461,  461=
1992,B,Nima,2,461,  461=
1992,B,Numan,2,461,  461=
1992,B,Osman,2,461,  461=
1992,B,Padraig,2,461,  461=
1992,B,Pieter,2,461,  461=
1992,B,Pietro,2,461,  461=
1992,B,Quinn,2,461,  461=
1992,B,Quintin,2,461,  461=
1992,B,Ray,2,461,  461=
1992,B,Reay,2,461,  461=
1992,B,Reginald,2,461,  461=
1992,B,Ricardo,2,461,  461=
1992,B,Robb,2,461,  461=
1992,B,Roberto,2,461,  461=
1992,B,Rodger,2,461,  461=
1992,B,Roger,2,461,  461=
1992,B,Rori,2,461,  461=
1992,B,Rorie,2,461,  461=
1992,B,Ruaidhri,2,461,  461=
1992,B,Russel,2,461,  461=
1992,B,Saif,2,461,  461=
1992,B,Salman,2,461,  461=
1992,B,Samir,2,461,  461=
1992,B,Sean-Paul,2,461,  461=
1992,B,Seumas,2,461,  461=
1992,B,Shaw,2,461,  461=
1992,B,Shawn,2,461,  461=
1992,B,Shayne,2,461,  461=
1992,B,Shehroz,2,461,  461=
1992,B,Simeon,2,461,  461=
1992,B,Sohaib,2,461,  461=
1992,B,Stacey,2,461,  461=
1992,B,Steffan,2,461,  461=
1992,B,Suhaib,2,461,  461=
1992,B,Sukhjot,2,461,  461=
1992,B,Suleman,2,461,  461=
1992,B,Tarek,2,461,  461=
1992,B,Terrence,2,461,  461=
1992,B,Trevor,2,461,  461=
1992,B,Tyrone,2,461,  461=
